"Institution Name","City","State","movingAverage_cases","UGDS"
"","Toledo, OH","Natural Resources",0.0546194726323073,5693.94
"","Oklahoma, OK","Natural Resources",0.00513086403750392,3703.08
"","Tulsa, OK","Natural Resources",0.0398500147981049,4291.09
"","Eugene, OR","Natural Resources",0.227042171875755,5796.28
"","Portland, OR","Natural Resources",0.16341172959348,6768.18
"","Salem, OR","Natural Resources",0.10548403561504,4408.25
"","Philadelphia, PA","Natural Resources",0,8342.49
"","Pittsburgh, PA","Natural Resources",0.0213232387364184,8347.7
"","Providence, RI","Natural Resources",0.556580267287966,5871.57
"","Warwick, RI","Natural Resources",0,4889.3
"","Charleston, SC","Natural Resources",2.32017633340134,4999.62
"","Columbia, SC","Natural Resources",0.466584927526495,5953.9
"","Rapid City, SD","Natural Resources",0.189064421091702,3448.56
"","Sioux Falls, SD","Natural Resources",0.0137550929417401,4216.62
"","Chattanooga, TN","Natural Resources",0.0573358529304452,11319.27
"","Knoxville, TN","Natural Resources",0.0763229711901621,8398.52
"","Memphis, TN","Natural Resources",0.0571769700185726,7538
"","Nashville, TN","Natural Resources",0.123478739155678,7199.62
"","Arlington, TX","Natural Resources",0.00796171491035539,4647.24
"","Austin, TX","Natural Resources",1.58304031090671,7647.31
"","Corpus Christi, TX","Natural Resources",0.0547071081655579,4789.14
"","Dallas, TX","Natural Resources",0.169330865612186,6667.42
"","El Paso, TX","Natural Resources",0.00546641182775336,5122.19
"","Ft. Worth, TX","Natural Resources",0.00714594728222243,5177.76
"","Garland, TX","Natural Resources",0.00202822983900536,6409.53
"","Houston, TX","Natural Resources",0.557929945970139,5898.59
"","Lubbock, TX","Natural Resources",0.0133761179375165,7027.45
"","San Antonio, TX","Natural Resources",0.61988151739293,7062.64
"","Provo, UT","Natural Resources",0.344673784899268,4775.53
"","Salt Lake City, UT","Natural Resources",0.256630191591301,7204.92
"","Chesapeake, VA","Natural Resources",0.134335232506567,4689.76
"","Norfolk, VA","Natural Resources",0.0917349049742624,6366.17
"","Richmond, VA","Natural Resources",0,6898.7
"","Virginia Beach, VA","Natural Resources",0.445492551921398,4740.82
"","Burlington, VT","Natural Resources",0,7522.58
"","Rutland, VT","Natural Resources",0,5704.23
"","Seattle, WA","Natural Resources",0.447685420224304,9533.48
"","Spokane, WA","Natural Resources",0.237701475526681,5738.29
"","Tacoma, WA","Natural Resources",0.324708238741963,9765.69
"","Madison, WI","Natural Resources",0.644998416991373,4832.57
"","Milwaukee, WI","Natural Resources",0.184271342602833,6555.55
"","Charleston, WV","Natural Resources",0.0149458004819601,5954.85
"","Huntington, WV","Natural Resources",0.0135828293280451,4049.23
"","Casper, WY","Natural Resources",0.086942526675925,6026.97
"","Cheyenne, WY","Natural Resources",0.033967976002084,8714.09
"","Anchorage, AK","Parks & Recreation",1.93941260601811,6103.91
"","Fairbanks, AK","Parks & Recreation",1.93728468227452,5001.33
"","Birmingham, AL","Parks & Recreation",3.6690192158934,6683.53
"","Mobile, AL","Parks & Recreation",3.31514950946377,4683.65
"","Montgomery, AL","Parks & Recreation",2.65690318394587,5394.25
"","Ft. Smith, AR","Parks & Recreation",1.1247435038757,4688.18
"","Little Rock, AR","Parks & Recreation",4.55708419996769,5014.61
"","Mesa, AZ","Parks & Recreation",2.82576646233757,4381.82
"","Phoenix, AZ","Parks & Recreation",2.19573148447419,4733.73
"","Tucson, AZ","Parks & Recreation",2.44653846630097,4037.95
"","Anaheim, CA","Parks & Recreation",5.9583444253609,7400.21
"","Bakersfield, CA","Parks & Recreation",2.0483171653254,6314.94
"","Fremont, CA","Parks & Recreation",2.23568747758022,7471.08
"","Fresno, CA","Parks & Recreation",0.75038206896362,7269.63
"","Huntington Beach, CA","Parks & Recreation",2.54274116568713,5269.51
"","Long Beach, CA","Parks & Recreation",2.81836265643014,9445.91
"","Los Angeles, CA","Parks & Recreation",1.58394857674908,10031.26
"","Modesto, CA","Parks & Recreation",1.11100178744199,7317.72
"","Oakland, CA","Parks & Recreation",1.72676735801914,11566.7
"","Riverside, CA","Parks & Recreation",1.38113608245414,8212.08
"","Sacramento, CA","Parks & Recreation",2.41914047446745,7862.71
"","San Diego, CA","Parks & Recreation",3.1596905780882,6857.95
"","San Francisco, CA","Parks & Recreation",1.66614970499531,17828.53
"","San Jose, CA","Parks & Recreation",2.94028551354764,7856.72
"","Santa Ana, CA","Parks & Recreation",2.11836964238576,6099.03
"","Stockton, CA","Parks & Recreation",1.38588818930256,5938.43
"","Aurora, CO","Parks & Recreation",6.14967684184974,5272.96
"","Colorado Springs, CO","Parks & Recreation",1.42726180999297,5137.81
"","Denver, CO","Parks & Recreation",3.70968589814289,9701.63
"","Bridgeport, CT","Parks & Recreation",0.773671206517952,6257.18
"","Hartford, CT","Parks & Recreation",0.570383125269049,8455.72
"","New Haven, CT","Parks & Recreation",0.617198257587411,7995.81
"","Washington, DC","Parks & Recreation",1.77213641229546,21251.75
"","Dover, DE","Parks & Recreation",0.634757037026614,5685.64
"","Wilmington, DE","Parks & Recreation",1.9924150039575,7757.42
"","Ft. Lauderdale, FL","Parks & Recreation",3.15274612776367,7824.29
"","Hialeah, FL","Parks & Recreation",3.08241261484052,6017.04
"","Jacksonville, FL","Parks & Recreation",2.24156477866663,5791.49
"","Miami, FL","Parks & Recreation",4.87092139516821,6772.23
"","Orlando, FL","Parks & Recreation",5.4586425269047,7721.7
"","St. Petersburg, FL","Parks & Recreation",5.3169531483765,5246.99
"","Tallahassee, FL","Parks & Recreation",2.5596706774834,6306.28
"","Tampa, FL","Parks & Recreation",3.38257478723707,7026.6
"","Atlanta, GA","Parks & Recreation",1.43774569408209,8470.9
"","Columbus, GA","Parks & Recreation",2.14960591374162,4085.4
"","Cedar Rapids, IA","Parks & Recreation",2.26382547567759,4776.87
"","Des Moines, IA","Parks & Recreation",1.34242302722452,5610.75
"","Boise, ID","Parks & Recreation",5.84618286414863,3181.05
"","Nampa, ID","Parks & Recreation",7.48819289087745,2413.8
"","Aurora, IL","Parks & Recreation",5.38473142339941,4772.94
"","Chicago, IL","Parks & Recreation",4.18590993706232,9024.8
"","Ft. Wayne, IN","Parks & Recreation",2.78250854171129,2847.79
"","Gary, IN","Parks & Recreation",3.26555715823308,4097.31
"","Indianapolis, IN","Parks & Recreation",1.64002724321818,5520.64
"","Kansas City, KS","Parks & Recreation",0.705477563134464,7614.7
"","Topeka, KS","Parks & Recreation",2.40254744043288,4782.84
"","Wichita, KS","Parks & Recreation",2.48141882522602,4326.96
"","Lexington, KY","Parks & Recreation",5.09825757847237,3627.71
"","Louisville, KY","Parks & Recreation",2.00571247223104,4096.3
"","Baton Rouge, LA","Parks & Recreation",4.40781465690175,4411.71
"","New Orleans, LA","Parks & Recreation",3.92590944487707,5393.4
"","Shreveport, LA","Parks & Recreation",3.69233654896451,5438.02
"","Boston, MA","Parks & Recreation",1.96956669532703,7001.54
"","Springfield, MA","Parks & Recreation",1.01354166851371,5639.63
"","Worcester, MA","Parks & Recreation",0.655783587528839,5144.99
"","Baltimore, MD","Parks & Recreation",0.82148081758522,7341.62
"","Frederick, MD","Parks & Recreation",2.14105344056213,7286.6
"","Lewiston, ME","Parks & Recreation",0.491684078196385,4565.94
"","Portland, ME","Parks & Recreation",2.39792309142514,5781.67
"","Detroit, MI","Parks & Recreation",12.652966348847,6926.36
"","Flint, MI","Parks & Recreation",0.372424276221762,8697.07
"","Grand Rapids, MI","Parks & Recreation",1.74112689215111,5030.65
"","Warren, MI","Parks & Recreation",1.15785043416622,4514.4
"","Minneapolis, MN","Parks & Recreation",3.67947307577566,8581.12
"","St. Paul, MN","Parks & Recreation",4.26127265065318,7119
"","Kansas City, MO","Parks & Recreation",3.00002894457419,6564.27
"","St. Louis, MO","Parks & Recreation",2.47428589625195,6280.6
"","Gulfport, MS","Parks & Recreation",1.55122494432071,10776
"","Jackson, MS","Parks & Recreation",2.67464270929573,3647.59
"","Billings, MT","Parks & Recreation",1.63626429701715,3880.18
"","Missoula, MT","Parks & Recreation",7.47860988085504,3876.79
"","Charlotte, NC","Parks & Recreation",2.6493270422687,8163.96
"","Durham, NC","Parks & Recreation",2.04099029748189,3871.16
"","Greensboro, NC","Parks & Recreation",5.09591576998727,4321.5
"","Raleigh, NC","Parks & Recreation",4.68945853856611,4531.44
"","Bismarck, ND","Parks & Recreation",7.64767589930111,5080.89
"","Fargo, ND","Parks & Recreation",6.97992215934752,6022.56
"","Lincoln, NE","Parks & Recreation",1.45921726625545,4207.05
"","Omaha, NE","Parks & Recreation",1.04189593391403,6315.41
"","Manchester, NH","Parks & Recreation",1.39823765527397,4210.3
"","Nashua, NH","Parks & Recreation",1.88906773905464,3739.94
"","Albuquerque, NM","Parks & Recreation",5.37089377133106,3750.4
"","Las Cruces, NM","Parks & Recreation",1.84474966476655,3624.34
"","Las Vegas, NV","Parks & Recreation",4.20542765208248,5534.99
"","Reno, NV","Parks & Recreation",4.14676071596889,5113.63
"","Buffalo, NY","Parks & Recreation",1.24608112460687,8041.21
"","New York, NY","Parks & Recreation",0.97270272537332,15617.31
"","Rochester, NY","Parks & Recreation",1.14906709245332,9338.01
"","Syracuse, NY","Parks & Recreation",1.74823553300001,7978.33
"","Yonkers, NY","Parks & Recreation",1.04886937922993,10360.68
"","Akron, OH","Parks & Recreation",1.6107151392462,5690.64
"","Cincinnati, OH","Parks & Recreation",4.13118079666815,7433.71
"","Cleveland, OH","Parks & Recreation",2.21312837193848,9149.04
"","Columbus, OH","Parks & Recreation",3.71822731016952,6640.53
"","Dayton, OH","Parks & Recreation",2.55135029281526,5923.53
"","Toledo, OH","Parks & Recreation",3.85655626859433,5693.94
"","Oklahoma, OK","Parks & Recreation",9.74405089817125,3703.08
"","Tulsa, OK","Parks & Recreation",2.69791591413837,4291.09
"","Eugene, OR","Parks & Recreation",4.11522562747141,5796.28
"","Portland, OR","Parks & Recreation",4.09785200748207,6768.18
"","Salem, OR","Parks & Recreation",1.0793398740997,4408.25
"","Philadelphia, PA","Parks & Recreation",0.775787564623991,8342.49
"","Pittsburgh, PA","Parks & Recreation",0.863950549253088,8347.7
"","Providence, RI","Parks & Recreation",1.02562006413957,5871.57
"","Warwick, RI","Parks & Recreation",0.624629292536764,4889.3
"","Charleston, SC","Parks & Recreation",5.71283417539733,4999.62
"","Columbia, SC","Parks & Recreation",3.81766573170527,5953.9
"","Rapid City, SD","Parks & Recreation",7.0211914538242,3448.56
"","Sioux Falls, SD","Parks & Recreation",5.86464988545328,4216.62
"","Chattanooga, TN","Parks & Recreation",1.33400828852037,11319.27
"","Knoxville, TN","Parks & Recreation",2.50972790444031,8398.52
"","Memphis, TN","Parks & Recreation",1.04444149641815,7538
"","Nashville, TN","Parks & Recreation",2.69819796044791,7199.62
"","Arlington, TX","Parks & Recreation",1.84647231475026,4647.24
"","Austin, TX","Parks & Recreation",2.64772841692046,7647.31
"","Corpus Christi, TX","Parks & Recreation",2.7898537106871,4789.14
"","Dallas, TX","Parks & Recreation",2.18855269354563,6667.42
"","El Paso, TX","Parks & Recreation",1.89098803441497,5122.19
"","Ft. Worth, TX","Parks & Recreation",2.05822595099039,5177.76
"","Garland, TX","Parks & Recreation",0.931893602182999,6409.53
"","Houston, TX","Parks & Recreation",0.886483040862308,5898.59
"","Lubbock, TX","Parks & Recreation",0.917544770862831,7027.45
"","San Antonio, TX","Parks & Recreation",2.30437909903379,7062.64
"","Provo, UT","Parks & Recreation",1.81466769133478,4775.53
"","Salt Lake City, UT","Parks & Recreation",4.06763711463833,7204.92
"","Chesapeake, VA","Parks & Recreation",1.41115963290232,4689.76
"","Norfolk, VA","Parks & Recreation",3.61316144557874,6366.17
"","Richmond, VA","Parks & Recreation",1.71148187339644,6898.7
"","Virginia Beach, VA","Parks & Recreation",6.39172126341013,4740.82
"","Burlington, VT","Parks & Recreation",3.78753034198373,7522.58
"","Rutland, VT","Parks & Recreation",2.15945009229993,5704.23
"","Seattle, WA","Parks & Recreation",4.43353319039847,9533.48
"","Spokane, WA","Parks & Recreation",3.22796512549906,5738.29
"","Tacoma, WA","Parks & Recreation",2.24961062659167,9765.69
"","Madison, WI","Parks & Recreation",4.31840614828135,4832.57
"","Milwaukee, WI","Parks & Recreation",2.73493452113095,6555.55
"","Charleston, WV","Parks & Recreation",16.2314751840936,5954.85
"","Huntington, WV","Parks & Recreation",2.97513354390835,4049.23
"","Casper, WY","Parks & Recreation",6.42661237736375,6026.97
"","Cheyenne, WY","Parks & Recreation",1.88855061171046,8714.09
"","Anchorage, AK","Housing & Community Development",0.654007021728695,6103.91
"","Fairbanks, AK","Housing & Community Development",3.11357178990389,5001.33
"","Birmingham, AL","Housing & Community Development",7.34327518541848,6683.53
"","Mobile, AL","Housing & Community Development",6.50240731053772,4683.65
"","Montgomery, AL","Housing & Community Development",2.81651758817259,5394.25
"","Ft. Smith, AR","Housing & Community Development",2.95018535977714,4688.18
"","Little Rock, AR","Housing & Community Development",3.13364349371138,5014.61
"","Mesa, AZ","Housing & Community Development",1.30790402161659,4381.82
"","Phoenix, AZ","Housing & Community Development",1.80259541629962,4733.73
"","Tucson, AZ","Housing & Community Development",3.48369841132258,4037.95
"","Anaheim, CA","Housing & Community Development",4.345282093346,7400.21
"","Bakersfield, CA","Housing & Community Development",1.49360088931961,6314.94
"","Fremont, CA","Housing & Community Development",2.05391991519298,7471.08
"","Fresno, CA","Housing & Community Development",1.71067853522119,7269.63
"","Huntington Beach, CA","Housing & Community Development",0.813737899728817,5269.51
"","Long Beach, CA","Housing & Community Development",2.27029476249509,9445.91
"","Los Angeles, CA","Housing & Community Development",3.97906145389512,10031.26
"","Modesto, CA","Housing & Community Development",1.68153468566712,7317.72
"","Oakland, CA","Housing & Community Development",17.7300353601286,11566.7
"","Riverside, CA","Housing & Community Development",0.674615931651908,8212.08
"","Sacramento, CA","Housing & Community Development",2.26117966960501,7862.71
"","San Diego, CA","Housing & Community Development",4.53240399827937,6857.95
"","San Francisco, CA","Housing & Community Development",4.02618724033894,17828.53
"","San Jose, CA","Housing & Community Development",2.55310103961959,7856.72
"","Santa Ana, CA","Housing & Community Development",2.81241443311477,6099.03
"","Stockton, CA","Housing & Community Development",1.51117382877292,5938.43
"","Aurora, CO","Housing & Community Development",2.59038566573613,5272.96
"","Colorado Springs, CO","Housing & Community Development",1.63766273957192,5137.81
"","Denver, CO","Housing & Community Development",3.91016767285497,9701.63
"","Bridgeport, CT","Housing & Community Development",7.50082305447502,6257.18
"","Hartford, CT","Housing & Community Development",10.2296433656744,8455.72
"","New Haven, CT","Housing & Community Development",9.16242381947545,7995.81
"","Washington, DC","Housing & Community Development",5.25415554013199,21251.75
"","Dover, DE","Housing & Community Development",2.18040537213049,5685.64
"","Wilmington, DE","Housing & Community Development",7.85273969953928,7757.42
"","Ft. Lauderdale, FL","Housing & Community Development",1.52870100673671,7824.29
"","Hialeah, FL","Housing & Community Development",6.41461582439206,6017.04
"","Jacksonville, FL","Housing & Community Development",1.86808576031384,5791.49
"","Miami, FL","Housing & Community Development",2.75522243042543,6772.23
"","Orlando, FL","Housing & Community Development",3.12573656060194,7721.7
"","St. Petersburg, FL","Housing & Community Development",3.31428114023469,5246.99
"","Tallahassee, FL","Housing & Community Development",2.25077224607851,6306.28
"","Tampa, FL","Housing & Community Development",16.8230723251644,7026.6
"","Atlanta, GA","Housing & Community Development",5.69738752670909,8470.9
"","Columbus, GA","Housing & Community Development",0.544377539531013,4085.4
"","Cedar Rapids, IA","Housing & Community Development",1.23511839342498,4776.87
"","Des Moines, IA","Housing & Community Development",1.75662790179566,5610.75
"","Boise, ID","Housing & Community Development",1.87233775011396,3181.05
"","Nampa, ID","Housing & Community Development",0.972325793354876,2413.8
"","Aurora, IL","Housing & Community Development",0.416724283146237,4772.94
"","Chicago, IL","Housing & Community Development",4.61517152734687,9024.8
"","Ft. Wayne, IN","Housing & Community Development",4.31773410258481,2847.79
"","Gary, IN","Housing & Community Development",13.4661521827736,4097.31
"","Indianapolis, IN","Housing & Community Development",0,5520.64
"","Kansas City, KS","Housing & Community Development",2.38105243804746,7614.7
"","Topeka, KS","Housing & Community Development",2.58528405717105,4782.84
"","Wichita, KS","Housing & Community Development",0.112781259822138,4326.96
"","Lexington, KY","Housing & Community Development",0.701544500525125,3627.71
"","Louisville, KY","Housing & Community Development",1.78038717867344,4096.3
"","Baton Rouge, LA","Housing & Community Development",3.3964154488849,4411.71
"","New Orleans, LA","Housing & Community Development",12.1251900470946,5393.4
"","Shreveport, LA","Housing & Community Development",2.19362929889923,5438.02
"","Boston, MA","Housing & Community Development",9.62445404868072,7001.54
"","Springfield, MA","Housing & Community Development",6.70966003088855,5639.63
"","Worcester, MA","Housing & Community Development",7.57105455987281,5144.99
"","Baltimore, MD","Housing & Community Development",9.29713060605153,7341.62
"","Frederick, MD","Housing & Community Development",3.29165866110394,7286.6
"","Lewiston, ME","Housing & Community Development",8.65582990578063,4565.94
"","Portland, ME","Housing & Community Development",9.80270406301294,5781.67
"","Detroit, MI","Housing & Community Development",2.54101721539163,6926.36
"","Flint, MI","Housing & Community Development",1.10336009713616,8697.07
"","Grand Rapids, MI","Housing & Community Development",3.90824247363661,5030.65
"","Warren, MI","Housing & Community Development",0.646597554492291,4514.4
"","Minneapolis, MN","Housing & Community Development",9.06548329355608,8581.12
"","St. Paul, MN","Housing & Community Development",6.40103947183593,7119
"","Kansas City, MO","Housing & Community Development",4.1939164598653,6564.27
"","St. Louis, MO","Housing & Community Development",5.04665159379677,6280.6
"","Gulfport, MS","Housing & Community Development",2.29593541202673,10776
"","Jackson, MS","Housing & Community Development",1.49249230313714,3647.59
"","Billings, MT","Housing & Community Development",3.24495255374751,3880.18
"","Missoula, MT","Housing & Community Development",5.81486229586849,3876.79
"","Charlotte, NC","Housing & Community Development",2.84763766603462,8163.96
"","Durham, NC","Housing & Community Development",6.95243802891123,3871.16
"","Greensboro, NC","Housing & Community Development",4.62825407844498,4321.5
"","Raleigh, NC","Housing & Community Development",3.27048355489646,4531.44
"","Bismarck, ND","Housing & Community Development",1.66092948282683,5080.89
"","Fargo, ND","Housing & Community Development",1.82281289019952,6022.56
"","Lincoln, NE","Housing & Community Development",2.8868209315316,4207.05
"","Omaha, NE","Housing & Community Development",1.784207201116,6315.41
"","Manchester, NH","Housing & Community Development",6.57079067999905,4210.3
"","Nashua, NH","Housing & Community Development",4.97949164959866,3739.94
"","Albuquerque, NM","Housing & Community Development",0.847909556313993,3750.4
"","Las Cruces, NM","Housing & Community Development",0.707439147541345,3624.34
"","Las Vegas, NV","Housing & Community Development",1.94652564864616,5534.99
"","Reno, NV","Housing & Community Development",4.74848590922691,5113.63
"","Buffalo, NY","Housing & Community Development",0.0621796968366701,8041.21
"","New York, NY","Housing & Community Development",4.40101400305174,15617.31
"","Rochester, NY","Housing & Community Development",0.67723208692216,9338.01
"","Syracuse, NY","Housing & Community Development",0.769835291345432,7978.33
"","Yonkers, NY","Housing & Community Development",1.3199905797689,10360.68
"","Akron, OH","Housing & Community Development",4.6850617856691,5690.64
"","Cincinnati, OH","Housing & Community Development",3.07773641963434,7433.71
"","Cleveland, OH","Housing & Community Development",4.70770703811547,9149.04
"","Columbus, OH","Housing & Community Development",9.02307496540186,6640.53
"","Dayton, OH","Housing & Community Development",3.18593811460396,5923.53
"","Toledo, OH","Housing & Community Development",2.87428388778245,5693.94
"","Oklahoma, OK","Housing & Community Development",4.70230186763451,3703.08
"","Tulsa, OK","Housing & Community Development",3.63637211058263,4291.09
"","Eugene, OR","Housing & Community Development",2.4693424058189,5796.28
"","Portland, OR","Housing & Community Development",6.58404475058287,6768.18
"","Salem, OR","Housing & Community Development",5.58906595587818,4408.25
"","Philadelphia, PA","Housing & Community Development",5.64807389640263,8342.49
"","Pittsburgh, PA","Housing & Community Development",5.65377289552811,8347.7
"","Providence, RI","Housing & Community Development",6.09632517367587,5871.57
"","Warwick, RI","Housing & Community Development",1.57261775714315,4889.3
"","Charleston, SC","Housing & Community Development",4.52734407814994,4999.62
"","Columbia, SC","Housing & Community Development",7.16891449302138,5953.9
"","Rapid City, SD","Housing & Community Development",3.35386364163593,3448.56
"","Sioux Falls, SD","Housing & Community Development",2.69694684368048,4216.62
"","Chattanooga, TN","Housing & Community Development",2.76793468130012,11319.27
"","Knoxville, TN","Housing & Community Development",3.14198215876131,8398.52
"","Memphis, TN","Housing & Community Development",2.16940833112231,7538
"","Nashville, TN","Housing & Community Development",2.40540472969407,7199.62
"","Arlington, TX","Housing & Community Development",2.10189273633382,4647.24
"","Austin, TX","Housing & Community Development",2.30185516214198,7647.31
"","Corpus Christi, TX","Housing & Community Development",2.19642775112024,4789.14
"","Dallas, TX","Housing & Community Development",2.6134546796212,6667.42
"","El Paso, TX","Housing & Community Development",3.32025949837862,5122.19
"","Ft. Worth, TX","Housing & Community Development",2.55747659219431,5177.76
"","Garland, TX","Housing & Community Development",1.05795588756118,6409.53
"","Houston, TX","Housing & Community Development",1.94131139814769,5898.59
"","Lubbock, TX","Housing & Community Development",0.675493955844581,7027.45
"","San Antonio, TX","Housing & Community Development",2.0917107483887,7062.64
"","Provo, UT","Housing & Community Development",2.26069148345838,4775.53
"","Salt Lake City, UT","Housing & Community Development",4.51857897103646,7204.92
"","Chesapeake, VA","Housing & Community Development",2.20011258571867,4689.76
"","Norfolk, VA","Housing & Community Development",5.86317990251595,6366.17
"","Richmond, VA","Housing & Community Development",8.29721541739748,6898.7
"","Virginia Beach, VA","Housing & Community Development",1.53032597736257,4740.82
"","Burlington, VT","Housing & Community Development",9.5758370133651,7522.58
"","Rutland, VT","Housing & Community Development",3.60188842315264,5704.23
"","Seattle, WA","Housing & Community Development",4.42199490637207,9533.48
"","Spokane, WA","Housing & Community Development",4.47084410164004,5738.29
"","Tacoma, WA","Housing & Community Development",3.68883304712724,9765.69
"","Madison, WI","Housing & Community Development",3.53497207490011,4832.57
"","Milwaukee, WI","Housing & Community Development",0.831661721747222,6555.55
"","Charleston, WV","Housing & Community Development",6.31938671838921,5954.85
"","Huntington, WV","Housing & Community Development",9.22521071907499,4049.23
"","Casper, WY","Housing & Community Development",0.0190808980300217,6026.97
"","Cheyenne, WY","Housing & Community Development",0.0776902694371988,8714.09
"","Anchorage, AK","Sewerage",2.48119647897823,6103.91
"","Fairbanks, AK","Sewerage",0,5001.33
"","Birmingham, AL","Sewerage",2.01046452997144,6683.53
"","Mobile, AL","Sewerage",7.24114739572769,4683.65
"","Montgomery, AL","Sewerage",0.252676461046485,5394.25
"","Ft. Smith, AR","Sewerage",4.78991847582644,4688.18
"","Little Rock, AR","Sewerage",5.21456304677732,5014.61
"","Mesa, AZ","Sewerage",2.186077931088,4381.82
"","Phoenix, AZ","Sewerage",2.16869149698018,4733.73
"","Tucson, AZ","Sewerage",1.21571589544199,4037.95
"","Anaheim, CA","Sewerage",1.53130789531648,7400.21
"","Bakersfield, CA","Sewerage",1.07491124222875,6314.94
"","Fremont, CA","Sewerage",2.50392178908538,7471.08
"","Fresno, CA","Sewerage",0.946265490815901,7269.63
"","Huntington Beach, CA","Sewerage",2.98187117967325,5269.51
"","Long Beach, CA","Sewerage",1.17204165612418,9445.91
"","Los Angeles, CA","Sewerage",2.47217199035814,10031.26
"","Modesto, CA","Sewerage",3.77849931399398,7317.72
"","Oakland, CA","Sewerage",2.20391295702318,11566.7
"","Riverside, CA","Sewerage",2.49961033014778,8212.08
"","Sacramento, CA","Sewerage",5.23903336127111,7862.71
"","San Diego, CA","Sewerage",4.61158217834776,6857.95
"","San Francisco, CA","Sewerage",3.04713849094681,17828.53
"","San Jose, CA","Sewerage",3.16302477369691,7856.72
"","Santa Ana, CA","Sewerage",2.12050112886803,6099.03
"","Stockton, CA","Sewerage",2.67208672999429,5938.43
"","Aurora, CO","Sewerage",3.79521179754825,5272.96
"","Colorado Springs, CO","Sewerage",2.63400164661597,5137.81
"","Denver, CO","Sewerage",2.41134737152417,9701.63
"","Bridgeport, CT","Sewerage",3.78541131947619,6257.18
"","Hartford, CT","Sewerage",8.84111583638058,8455.72
"","New Haven, CT","Sewerage",0.535780615097157,7995.81
"","Washington, DC","Sewerage",3.83064924065077,21251.75
"","Dover, DE","Sewerage",3.94748876115969,5685.64
"","Wilmington, DE","Sewerage",4.25205802960263,7757.42
"","Ft. Lauderdale, FL","Sewerage",0.363994688335938,7824.29
"","Hialeah, FL","Sewerage",5.77908739180727,6017.04
"","Jacksonville, FL","Sewerage",2.21307470098368,5791.49
"","Miami, FL","Sewerage",2.23973491744964,6772.23
"","Orlando, FL","Sewerage",6.1843894479195,7721.7
"","St. Petersburg, FL","Sewerage",4.45150457690981,5246.99
"","Tallahassee, FL","Sewerage",3.32081670969256,6306.28
"","Tampa, FL","Sewerage",4.63083141206273,7026.6
"","Atlanta, GA","Sewerage",1.22973946097817,8470.9
"","Columbus, GA","Sewerage",2.03529642140305,4085.4
"","Cedar Rapids, IA","Sewerage",6.08222539026601,4776.87
"","Des Moines, IA","Sewerage",5.05226573987435,5610.75
"","Boise, ID","Sewerage",8.61665173449019,3181.05
"","Nampa, ID","Sewerage",3.52183279476344,2413.8
"","Aurora, IL","Sewerage",0.613667886040889,4772.94
"","Chicago, IL","Sewerage",2.40470702951866,9024.8
"","Ft. Wayne, IN","Sewerage",0.9997225919046,2847.79
"","Gary, IN","Sewerage",6.97164725148939,4097.31
"","Indianapolis, IN","Sewerage",0.445781648504521,5520.64
"","Kansas City, KS","Sewerage",2.31079359659606,7614.7
"","Topeka, KS","Sewerage",6.39640882822758,4782.84
"","Wichita, KS","Sewerage",3.8414961081221,4326.96
"","Lexington, KY","Sewerage",6.19950326790179,3627.71
"","Louisville, KY","Sewerage",10.0363742889925,4096.3
"","Baton Rouge, LA","Sewerage",9.32200892624402,4411.71
"","New Orleans, LA","Sewerage",4.57206956650721,5393.4
"","Shreveport, LA","Sewerage",3.59634572877628,5438.02
"","Boston, MA","Sewerage",1.49110052931212,7001.54
"","Springfield, MA","Sewerage",1.08517757370608,5639.63
"","Worcester, MA","Sewerage",5.09291563248908,5144.99
"","Baltimore, MD","Sewerage",3.45781993619937,7341.62
"","Frederick, MD","Sewerage",2.74352921801663,7286.6
"","Lewiston, ME","Sewerage",7.56207922136515,4565.94
"","Portland, ME","Sewerage",7.1674792923152,5781.67
"","Detroit, MI","Sewerage",7.40807581471365,6926.36
"","Flint, MI","Sewerage",4.20233480930934,8697.07
"","Grand Rapids, MI","Sewerage",4.01379543398964,5030.65
"","Warren, MI","Sewerage",2.8194222931065,4514.4
"","Minneapolis, MN","Sewerage",2.53172080101432,8581.12
"","St. Paul, MN","Sewerage",3.16350611040877,7119
"","Kansas City, MO","Sewerage",7.09522917247462,6564.27
"","St. Louis, MO","Sewerage",5.92331942808012,6280.6
"","Gulfport, MS","Sewerage",2.13242390497402,10776
"","Jackson, MS","Sewerage",4.80317140906736,3647.59
"","Billings, MT","Sewerage",4.80518944997397,3880.18
"","Missoula, MT","Sewerage",2.45357628347164,3876.79
"","Charlotte, NC","Sewerage",3.11246012964297,8163.96
"","Durham, NC","Sewerage",3.88720693538888,3871.16
"","Greensboro, NC","Sewerage",5.19217864167534,4321.5
"","Raleigh, NC","Sewerage",2.96969616722278,4531.44
"","Bismarck, ND","Sewerage",6.92004747199802,5080.89
"","Fargo, ND","Sewerage",0.993597407082702,6022.56
"","Lincoln, NE","Sewerage",2.40952686561843,4207.05
"","Omaha, NE","Sewerage",1.19802198115403,6315.41
"","Manchester, NH","Sewerage",2.14949053511626,4210.3
"","Nashua, NH","Sewerage",3.71235902180249,3739.94
"","Albuquerque, NM","Sewerage",4.45579138225256,3750.4
"","Las Cruces, NM","Sewerage",5.17252796371201,3624.34
"","Las Vegas, NV","Sewerage",3.37959056836598,5534.99
"","Reno, NV","Sewerage",5.5766647176272,5113.63
